,x0,x1,y
0,2.4131408215063703,1.1666718841754498,0.0
1,4.983929292055882,2.2962470964941737,0.0
2,3.4022766167612453,3.1420045568760737,0.0
3,3.7622840401766697,3.1491122968538416,0.0
4,3.0668968619781785,3.5857141492160425,0.0
5,4.450196316656418,2.9595446641329133,0.0
6,3.4433126237711287,2.995313574683645,0.0
7,2.1890483236693674,3.283720123103254,0.0
8,4.087823274538124,1.8355854192880088,0.0
9,3.0648974369375592,6.480664150738318,0.0
10,2.9167717505901987,2.8061328858804524,0.0
11,2.7677662173857702,3.569546811183277,0.0
12,2.1100350387015188,2.677111146037636,0.0
13,4.05897045657118,2.7407573349337206,0.0
14,1.2349732855301698,1.6684022904571632,0.0
15,3.1631094570326934,2.7338599949492632,0.0
16,2.9639719996917884,2.592129834247461,0.0
17,1.5195605558993388,2.1833846844734497,0.0
18,2.5221187861959917,1.8351057883569728,0.0
19,1.492575356135642,3.26660397537346,0.0
20,2.6843060650544803,3.7681909103461546,0.0
21,2.046193524088732,3.2729892474307727,0.0
22,1.1547589235814038,2.5404018407104574,0.0
23,1.5745582737448731,1.4313718587622104,0.0
24,3.776258732577148,3.2415078699384394,0.0
25,4.313288151364349,1.8853263419145476,0.0
26,4.257234087693076,2.9013101102882115,0.0
27,4.678640159734091,2.8275844568443835,0.0
28,0.9834354329368103,2.5309490241528843,0.0
29,3.8636828002205537,3.9156975394708886,0.0
30,2.813893790492481,3.793031106265471,0.0
31,4.511806874193528,2.384969954745012,0.0
32,2.5282413427042503,2.861052896525924,0.0
33,1.4829658093264175,3.3021731139350434,0.0
34,2.264517141809152,3.624213562435755,0.0
35,2.56954510962826,2.0767851875329786,0.0
36,1.2416112338514376,3.734389702272877,0.0
37,1.8823855544386507,2.977864857215879,0.0
38,4.165379070815101,4.257279493338114,0.0
39,3.294502386944953,2.8565174798887445,0.0
40,2.8376842086021794,2.254403962833226,0.0
41,3.5513002415428447,2.461955282967467,0.0
42,3.3342893136047684,2.8871717109394734,0.0
43,3.7464085625530608,3.704104544922477,0.0
44,2.2246766792968438,2.0685303311866408,0.0
45,3.0355967481870376,3.108474297818796,0.0
46,2.399400901724745,1.4622602848003852,0.0
47,3.3821734370647007,2.0470877005330044,0.0
48,2.3117416613426807,3.13188339615926,0.0
49,2.541976287696398,2.623107844473292,0.0
50,2.21098727744295,1.4717518355916683,0.0
51,3.4349025074429065,2.8263040128799526,0.0
52,3.1287007286466766,3.2814601433182613,0.0
53,3.785549359521926,2.730522175962522,0.0
54,1.6753221972731862,3.2176327477766637,0.0
55,3.8663311012197723,3.3151003933739576,0.0
56,2.5604588462295372,2.2367990122841404,0.0
57,3.5523757565027236,2.992445112514853,0.0
58,3.7151434719856615,1.5209308451383432,0.0
59,3.1712101047806587,1.4580497579138982,0.0
60,1.6879446618781602,2.3539941939573787,0.0
61,3.1322700978147515,1.2224785635333744,0.0
62,1.6655835388529003,3.4190041661622432,0.0
63,3.7677612210871247,3.66042754510292,0.0
64,3.639969739500146,3.799002143133456,0.0
65,3.1597358029808182,2.851122964243145,0.0
66,3.9828341081168723,3.9047766079900392,0.0
67,2.8080105119109464,3.805588619520815,0.0
68,1.7942068801511792,1.842773678585868,0.0
69,3.0931759417258284,4.3924706481959666,0.0
70,3.16881075807194,2.472113927674493,0.0
71,2.8559607980948196,3.9964462824582965,0.0
72,3.4493657548629333,0.6844514654368754,0.0
73,2.6950915983120343,2.9672380853472955,0.0
74,5.429141618239272,2.459702373677336,0.0
75,3.6646353988898985,3.937496082397863,0.0
76,2.8176754241278994,3.2487244366564423,0.0
77,3.1486095049325176,3.070475935323392,0.0
78,3.3670425487838798,2.509301496236985,0.0
79,1.8169105706350053,2.702642990555571,0.0
80,2.0382617213574794,3.568700924669487,0.0
81,3.0983627365365667,3.409833568941212,0.0
82,2.890880892178902,2.801904149005604,0.0
83,1.6105651473125044,1.6583694204550832,0.0
84,3.913311031458707,3.2684855717483137,0.0
