,x0,x1,y
0,6.882114187094798,19.78378207101296,0.0
1,28.853305154165454,12.476422701244301,0.0
2,2.147312354277433,24.02800427721205,0.0
3,6.847783141678923,25.60120162860902,0.0
4,17.15084857998554,7.655685095800179,0.0
5,15.122151257447488,2.2522366256426785,0.0
6,11.184219390119178,12.850743664609029,0.0
7,10.77607211495707,29.952589487709485,0.0
8,5.677211041321019,20.111194422923912,0.0
9,26.349418496824622,4.945508433191966,0.0
10,29.754810785438828,6.982531402506544,0.0
11,22.85257456790454,17.628845866832872,0.0
12,12.387975072766546,14.865839723994947,0.0
13,18.25505638144841,9.37904330212454,0.0
14,15.637071946470716,13.500237537163713,0.0
15,21.506904058051607,10.150961521770812,0.0
16,25.32777063735503,14.143767545599225,0.0
17,18.155104853999106,20.889520157430685,0.0
18,12.723652285885274,5.284412628486283,0.0
19,14.60593996336863,11.722254108173695,0.0
20,15.628249939240241,12.80393037434877,0.0
21,14.198247783063815,6.043405843465857,0.0
22,16.11767527124633,6.078794369796977,0.0
23,20.389529244639217,11.570790454694814,0.0
24,12.801488737336992,0.13537144301171367,0.0
25,27.341075344742457,9.675327972260128,0.0
26,4.873732627491814,26.446204310584587,0.0
27,18.618726258329044,0.2673950631073552,0.0
28,15.485224570213717,23.493457097515893,0.0
29,16.692599230185742,23.851648763452612,0.0
30,4.146231773282146,26.35357396833561,0.0
31,21.90874301876761,15.900692999604555,0.0
32,26.142870887681397,15.014007608766107,0.0
33,24.846978698211228,12.555393399740955,0.0
34,28.678091525985714,9.059540246740543,0.0
35,4.098666291483265,20.469353891167504,0.0
36,9.562618665466932,17.94233044648311,0.0
37,10.629759454119418,13.455049520851304,0.0
38,5.173421632193259,28.184656998839866,0.0
39,18.549891579528037,0.1768064471420594,0.0
40,21.771774317782608,0.9438197918922332,0.0
41,6.894085139132308,26.40983258799634,0.0
42,15.223663935877898,21.178236344773616,0.0
43,18.767343310847867,22.645093113082996,0.0
44,12.904488431699027,9.673574930910515,0.0
45,28.056370139697947,9.102304594779932,0.0
46,23.334851619601174,11.564355668513555,0.0
47,5.968548679398317,12.907686010952592,0.0
48,15.445062837231607,3.013858862182534,0.0
49,18.264513145071046,3.0599887039312823,0.0
50,22.417286769667875,0.8715572214961953,0.0
51,4.11886950209921,15.37953381652682,0.0
52,2.569134824698596,25.068774879605538,0.0
53,27.270946997741838,12.275535901561348,0.0
54,16.37251461642761,23.431560680243468,0.0
55,21.423095575901673,0.06592284366519152,0.0
56,29.555906839448234,19.380514038798033,0.0
57,4.517170201877044,20.26056963339681,0.0
58,6.076603566108682,10.580692103383845,0.0
59,21.689875501816182,7.7876201997837375,0.0
60,3.96817735976114,22.173856823304625,0.0
